id,label
813,0
814,1
815,0
816,1
817,0
818,1
819,1
820,1
821,0
822,0
823,0
824,1
825,1
826,1
827,0
828,1
829,0
830,0
831,1
832,0
833,0
834,1
835,1
836,0
837,0
838,1
839,0
840,1
841,0
842,0
843,0
844,0
845,1
846,1
847,0
848,1
849,0
850,0
851,1
852,0
853,1
854,1
855,0
856,1
857,1
858,1
859,1
860,0
861,1
862,1
863,0
864,1
865,1
866,1
867,0
868,0
869,1
870,0
871,1
872,1
873,1
874,0
875,0
876,0
877,1
878,1
879,0
880,1
881,1
882,0
883,0
884,0
885,1
886,1
887,1
888,1
889,1
890,0
891,0
892,1
893,0
894,0
895,1
896,0
897,1
898,0
899,0
900,1
901,1
902,1
903,0
904,0
905,0
906,0
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,1
924,0
925,0
926,1
927,0
928,0
929,1
930,0
931,0
932,1
933,1
934,1
935,1
936,0
937,1
938,0
939,0
940,1
941,0
942,1
943,1
944,1
945,1
946,1
947,1
948,0
949,1
950,0
951,1
952,0
953,1
954,0
955,0
956,0
957,1
958,0
959,0
960,1
961,0
962,1
963,1
964,1
965,0
966,1
967,0
968,1
969,1
970,0
971,1
972,0
973,1
974,0
975,1
976,0
977,1
978,1
979,1
980,1
981,0
982,1
983,1
984,1
985,0
986,1
987,0
988,1
989,0
990,1
991,0
992,0
993,1
994,1
995,0
996,1
997,0
998,0
999,1
1000,1
1001,1
1002,1
1003,0
1004,1
1005,0
1006,0
1007,1
1008,1
1009,0
1010,0
1011,1
1012,1
1013,0
1014,1
1015,0
1016,1
1017,0
1018,0
1019,1
1020,0
1021,0
1022,1
1023,1
1024,0
1025,1
1026,0
1027,0
1028,0
1029,0
1030,0
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,0
1038,1
1039,1
1040,1
1041,1
1042,0
1043,1
1044,1
1045,0
1046,1
1047,1
1048,0
1049,1
1050,1
1051,1
1052,0
1053,0
1054,0
1055,0
1056,1
1057,0
1058,0
1059,1
1060,0
1061,1
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,1
1071,0
1072,1
1073,0
1074,0
1075,1
1076,0
1077,1
1078,0
1079,1
1080,1
1081,1
1082,0
1083,0
1084,0
1085,0
1086,0
1087,1
1088,1
1089,0
1090,1
1091,0
1092,1
1093,1
1094,1
1095,0
1096,0
1097,0
1098,0
1099,1
1100,0
1101,1
1102,1
1103,1
1104,0
1105,1
1106,0
1107,1
1108,0
1109,1
1110,1
1111,0
1112,0
1113,0
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,0
1121,1
1122,0
1123,1
1124,1
1125,1
1126,1
1127,0
1128,1
1129,0
1130,0
1131,0
1132,0
1133,0
1134,1
1135,0
1136,0
1137,1
1138,0
1139,1
1140,0
1141,1
1142,1
1143,0
1144,0
1145,0
1146,0
1147,1
1148,0
1149,1
1150,1
1151,0
1152,0
1153,0
1154,1
1155,1
1156,0
1157,1
1158,0
1159,1
1160,1
1161,0
1162,1
1163,0
1164,1
1165,0
1166,1
1167,0
1168,1
1169,1
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,1
1177,0
1178,0
1179,1
1180,1
1181,0
1182,0
1183,0
1184,1
1185,1
1186,0
1187,1
1188,0
1189,1
1190,0
1191,1
1192,1
1193,1
1194,0
1195,1
1196,1
1197,0
1198,1
1199,1
1200,1
1201,0
1202,0
1203,1
1204,1
1205,1
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,1
1214,1
1215,0
1216,1
1217,0
1218,1
1219,0
1220,1
1221,1
1222,1
1223,1
1224,0
1225,0
1226,0
1227,0
1228,0
1229,1
1230,0
1231,1
1232,0
1233,1
1234,0
1235,0
1236,0
1237,1
1238,1
1239,0
1240,1
1241,1
1242,1
1243,0
1244,1
1245,0
1246,1
1247,0
1248,1
1249,0
1250,1
1251,1
1252,0
1253,1
1254,1
1255,1
1256,0
1257,1
1258,1
1259,1
1260,1
1261,0
1262,0
1263,1
1264,1
1265,1
1266,1
1267,0
1268,1
1269,0
1270,1
1271,1
1272,1
1273,0
1274,0
1275,0
1276,0
1277,0
1278,1
1279,1
1280,0
1281,1
1282,0
1283,0
1284,0
1285,0
1286,1
1287,0
1288,1
1289,0
1290,0
1291,1
1292,0
1293,0
1294,1
1295,1
1296,0
1297,1
1298,1
1299,0
1300,1
1301,1
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,1
1313,0
1314,0
1315,0
1316,1
1317,0
1318,1
1319,1
1320,1
1321,0
1322,1
1323,1
1324,0
1325,0
1326,0
1327,1
1328,1
1329,0
1330,0
1331,1
1332,0
1333,0
1334,1
1335,1
1336,0
1337,0
1338,1
1339,1
1340,1
1341,0
1342,1
1343,0
1344,0
1345,0
1346,0
1347,1
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,1
1357,1
1358,0
1359,1
1360,0
1361,1
1362,0
1363,0
1364,1
1365,1
1366,1
1367,1
1368,1
1369,0
1370,1
1371,0
1372,0
1373,0
1374,1
1375,1
1376,0
1377,0
1378,1
1379,0
1380,0
1381,1
1382,0
1383,0
1384,1
1385,0
1386,1
1387,0
1388,1
1389,0
1390,0
1391,0
1392,1
1393,0
1394,1
1395,1
1396,1
1397,0
1398,1
1399,1
1400,1
1401,0
1402,0
1403,0
1404,1
1405,0
1406,1
1407,0
1408,0
1409,0
1410,0
1411,1
1412,0
1413,1
1414,1
1415,0
1416,0
1417,0
1418,0
1419,1
1420,0
1421,0
1422,0
1423,1
1424,0
1425,1
1426,0
1427,0
1428,0
1429,1
1430,0
1431,1
1432,0
1433,0
1434,0
1435,1
1436,1
1437,1
1438,0
1439,0
1440,0
1441,0
1442,1
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,1
1451,0
1452,0
1453,1
1454,1
1455,1
1456,0
1457,1
1458,1
1459,0
1460,1
1461,0
1462,1
1463,1
1464,0
1465,1
1466,1
1467,0
1468,0
1469,0
1470,1
1471,0
1472,1
1473,0
1474,1
1475,0
1476,0
1477,0
1478,0
1479,0
1480,1
1481,1
1482,1
1483,0
1484,0
1485,1
1486,1
1487,0
1488,1
1489,1
1490,0
1491,0
1492,1
1493,1
1494,0
1495,1
1496,0
1497,1
1498,0
1499,0
1500,1
1501,1
1502,0
1503,1
1504,1
1505,1
1506,1
1507,0
1508,1
1509,1
1510,1
1511,0
1512,0
1513,0
1514,0
1515,1
1516,1
1517,1
1518,0
1519,0
1520,1
1521,1
1522,0
1523,0
1524,0
1525,0
1526,0
1527,1
1528,0
1529,0
1530,0
1531,1
1532,1
1533,1
1534,1
1535,0
1536,1
1537,0
1538,0
1539,0
1540,1
1541,1
1542,1
1543,1
1544,0
1545,1
1546,1
1547,1
1548,0
1549,1
1550,0
1551,1
1552,0
1553,1
1554,0
1555,0
1556,0
1557,1
1558,1
1559,0
1560,0
1561,1
1562,0
1563,0
1564,1
1565,1
1566,0
1567,1
1568,0
1569,1
1570,0
1571,1
1572,1
1573,0
1574,0
1575,0
1576,1
1577,1
1578,1
1579,0
1580,0
1581,0
1582,1
1583,0
1584,0
1585,1
1586,0
1587,1
1588,1
1589,0
1590,0
1591,1
1592,1
1593,0
1594,0
1595,0
1596,0
1597,1
1598,1
1599,1
1600,0
1601,0
1602,1
1603,1
1604,0
1605,1
1606,0
1607,1
1608,1
1609,1
1610,0
1611,1
1612,1
1613,1
1614,1
1615,1
1616,0
1617,1
1618,1
1619,1
1620,0
1621,1
1622,1
1623,0
1624,0
1625,1
1626,1
1627,0
1628,0
1629,1
1630,0
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,0
1640,1
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,1
1648,1
1649,0
1650,0
1651,1
1652,0
1653,0
1654,0
1655,1
1656,0
1657,1
1658,1
1659,0
1660,1
1661,1
1662,1
1663,0
1664,0
1665,0
1666,0
1667,0
1668,1
1669,1
1670,1
1671,1
1672,0
1673,0
1674,1
1675,1
1676,1
1677,1
1678,0
1679,0
1680,0
1681,1
1682,1
1683,0
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,1
1691,1
1692,1
1693,0
1694,0
1695,1
1696,0
1697,1
1698,0
1699,0
1700,0
1701,1
1702,0
1703,1
1704,1
1705,0
1706,1
1707,0
1708,0
1709,1
1710,1
1711,1
1712,0
1713,1
1714,0
1715,0
1716,0
1717,1
1718,1
1719,1
1720,0
1721,1
1722,1
1723,1
1724,0
1725,0
1726,1
1727,0
1728,0
1729,0
1730,1
1731,0
1732,0
1733,0
1734,1
1735,1
1736,1
1737,0
1738,1
1739,1
1740,0
1741,0
1742,1
1743,1
1744,1
1745,1
1746,0
1747,0
1748,1
1749,1
1750,1
1751,1
1752,1
1753,0
1754,1
1755,0
1756,1
1757,0
1758,1
1759,0
1760,0
1761,0
1762,1
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,0
1779,1
1780,0
1781,0
1782,1
1783,0
1784,0
1785,0
1786,0
1787,1
1788,0
1789,1
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,1
1797,0
1798,0
1799,0
1800,1
1801,1
1802,0
1803,0
1804,0
1805,1
1806,1
1807,1
1808,0
1809,1
1810,1
1811,1
1812,0
1813,1
1814,0
1815,0
1816,0
1817,1
1818,1
1819,0
1820,1
1821,0
1822,1
1823,0
1824,0
1825,1
1826,1
1827,1
1828,1
1829,0
1830,0
1831,0
1832,1
1833,1
1834,1
1835,0
1836,1
1837,0
1838,1
1839,1
1840,0
1841,1
1842,1
1843,0
1844,1
1845,0
1846,1
1847,0
1848,1
1849,0
1850,0
1851,0
1852,0
1853,0
1854,1
1855,1
1856,1
1857,1
1858,0
1859,1
1860,0
1861,1
1862,1
1863,1
1864,0
1865,0
1866,1
1867,1
1868,1
1869,1
1870,0
1871,0
1872,0
1873,1
1874,1
1875,1
1876,1
1877,0
1878,0
1879,1
1880,0
1881,1
1882,1
1883,0
1884,0
1885,0
1886,1
1887,0
1888,0
1889,0
1890,1
1891,0
1892,1
1893,0
1894,1
1895,1
1896,0
1897,1
1898,1
1899,0
1900,0
1901,0
1902,0
1903,1
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,1
1912,1
1913,0
1914,1
1915,0
1916,0
1917,0
1918,0
1919,1
1920,1
1921,0
1922,1
1923,0
1924,0
1925,1
1926,1
1927,1
1928,0
1929,0
1930,0
1931,0
1932,1
1933,1
1934,0
1935,0
1936,0
1937,1
1938,0
1939,0
1940,0
1941,1
1942,1
1943,0
1944,0
1945,0
1946,1
1947,1
1948,1
1949,0
1950,0
1951,0
1952,1
1953,1
1954,1
1955,1
1956,1
1957,0
1958,1
1959,0
1960,0
1961,1
1962,1
1963,1
1964,1
1965,0
1966,0
1967,1
1968,0
1969,1
1970,1
1971,1
1972,1
1973,1
1974,0
1975,0
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,0
1985,1
1986,0
1987,0
1988,0
1989,0
1990,0
1991,1
1992,0
1993,1
1994,0
1995,1
1996,1
1997,1
1998,1
1999,0
2000,0
2001,1
2002,0
2003,1
2004,1
2005,1
2006,1
2007,0
2008,1
2009,1
2010,1
2011,0
2012,1
2013,1
2014,1
2015,0
2016,1
2017,1
2018,1
2019,0
2020,1
2021,1
2022,0
2023,0
2024,1
2025,0
2026,0
2027,0
2028,1
2029,1
2030,1
2031,0
2032,1
2033,0
2034,1
2035,1
2036,1
2037,1
2038,0
2039,0
2040,0
2041,1
2042,0
2043,1
2044,1
2045,0
2046,1
2047,1
2048,1
2049,0
2050,1
2051,1
2052,1
2053,0
2054,1
2055,0
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,0
2063,1
2064,0
2065,1
2066,1
2067,0
2068,0
2069,1
2070,1
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,0
2078,0
2079,0
2080,1
2081,1
2082,0
2083,0
2084,0
2085,1
2086,1
2087,1
2088,0
2089,0
2090,1
2091,1
2092,1
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,1
2100,0
2101,0
2102,1
2103,0
2104,0
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,0
2112,1
2113,0
2114,1
2115,0
2116,1
2117,0
2118,1
2119,1
2120,1
2121,1
2122,0
2123,0
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
2131,0
2132,1
2133,0
2134,1
2135,1
2136,0
2137,1
2138,0
2139,0
2140,1
2141,1
2142,1
2143,0
2144,0
2145,0
2146,0
2147,1
2148,1
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,0
2156,1
2157,0
2158,0
2159,0
2160,1
2161,0
2162,0
2163,1
2164,0
2165,1
2166,0
2167,0
2168,1
2169,0
2170,1
2171,0
2172,0
2173,1
2174,0
2175,1
2176,1
2177,0
2178,0
2179,1
2180,0
2181,0
2182,1
2183,0
2184,0
2185,0
2186,1
2187,1
2188,1
2189,1
2190,0
2191,0
2192,0
2193,0
2194,1
2195,1
2196,0
2197,1
2198,1
2199,1
2200,1
2201,1
2202,0
2203,0
2204,0
2205,1
2206,0
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,0
2218,1
2219,0
2220,1
2221,1
2222,0
2223,1
2224,1
2225,0
2226,1
2227,1
2228,1
2229,0
2230,1
2231,1
2232,0
2233,0
2234,0
2235,1
2236,0
2237,0
2238,1
2239,0
2240,1
2241,0
2242,1
2243,0
2244,1
2245,1
2246,1
2247,1
2248,0
2249,0
2250,0
2251,0
2252,0
2253,1
2254,1
2255,1
2256,1
2257,0
2258,0
2259,1
2260,0
2261,1
2262,0
2263,1
2264,0
2265,0
2266,1
2267,0
2268,1
2269,0
2270,1
2271,1
2272,0
2273,1
2274,1
2275,0
2276,1
2277,0
2278,1
2279,1
2280,1
2281,0
2282,1
2283,1
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,1
2292,0
2293,0
2294,0
2295,0
2296,1
2297,1
2298,0
2299,1
2300,0
2301,0
2302,1
2303,0
2304,0
2305,0
2306,1
2307,0
2308,0
2309,1
2310,0
2311,1
2312,1
2313,1
2314,0
2315,1
2316,0
2317,1
2318,0
2319,0
2320,0
2321,1
2322,0
2323,0
2324,1
2325,1
2326,0
2327,1
2328,0
2329,1
2330,1
2331,1
2332,1
2333,0
2334,1
2335,1
2336,0
2337,1
2338,1
2339,0
2340,0
2341,1
2342,0
2343,0
2344,0
2345,0
2346,1
2347,0
2348,0
2349,1
2350,1
2351,0
2352,0
2353,0
2354,1
2355,1
2356,0
2357,1
2358,1
2359,0
2360,0
2361,1
2362,1
2363,1
2364,0
2365,0
2366,1
2367,0
2368,1
2369,1
2370,0
2371,1
2372,0
2373,1
2374,1
2375,0
2376,1
2377,0
2378,0
2379,0
2380,1
2381,0
2382,1
2383,1
2384,0
2385,1
2386,0
2387,1
2388,1
2389,0
2390,0
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,0
2399,0
2400,1
2401,1
2402,0
2403,1
2404,0
2405,1
2406,0
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,0
2415,1
2416,1
2417,1
2418,1
2419,0
2420,0
2421,0
2422,0
2423,0
2424,1
2425,0
2426,1
2427,1
2428,0
2429,0
2430,1
2431,0
2432,0
2433,1
2434,0
2435,0
2436,0
2437,1
2438,0
2439,1
2440,1
2441,1
2442,0
2443,1
2444,0
2445,1
2446,1
2447,0
2448,1
2449,0
2450,0
2451,0
2452,1
2453,1
2454,0
2455,0
2456,0
2457,0
2458,1
2459,1
2460,1
2461,1
2462,1
2463,0
2464,0
2465,1
2466,1
2467,1
2468,0
2469,1
2470,1
2471,0
2472,0
2473,0
2474,1
2475,0
2476,0
2477,1
2478,0
2479,0
2480,1
2481,1
2482,0
2483,0
2484,0
2485,1
2486,1
2487,0
2488,0
2489,1
2490,0
2491,0
2492,0
2493,0
2494,0
2495,1
2496,0
2497,0
2498,1
2499,1
2500,0
2501,1
2502,1
2503,1
2504,0
2505,0
2506,1
2507,1
2508,1
2509,1
2510,1
2511,0
2512,0
2513,0
2514,1
2515,1
2516,0
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,0
2525,1
2526,0
2527,0
2528,0
2529,1
2530,0
2531,1
2532,1
2533,1
2534,1
2535,0
2536,1
2537,0
2538,1
2539,0
2540,1
2541,1
2542,0
2543,0
2544,1
2545,1
2546,0
2547,1
2548,0
2549,0
2550,0
2551,0
2552,0
2553,1
2554,0
2555,1
2556,1
2557,1
2558,1
2559,0
2560,1
2561,0
2562,1
2563,0
2564,1
2565,1
2566,0
2567,0
2568,0
2569,0
2570,1
2571,0
2572,1
2573,0
2574,1
2575,0
2576,1
2577,1
2578,1
2579,0
2580,1
2581,1
2582,1
2583,1
2584,1
2585,0
2586,0
2587,0
2588,1
2589,1
2590,1
2591,0
2592,1
2593,0
2594,0
2595,0
2596,1
2597,0
2598,1
2599,0
2600,0
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,0
2608,1
2609,1
2610,0
2611,0
2612,1
2613,1
2614,1
2615,0
2616,0
2617,0
2618,1
2619,0
2620,1
2621,1
2622,1
2623,1
2624,1
2625,1
2626,1
2627,1
2628,1
2629,0
2630,0
2631,0
2632,0
2633,1
2634,0
2635,0
2636,0
2637,0
2638,1
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,1
2648,1
2649,1
2650,1
2651,1
2652,0
2653,0
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,0
2661,1
2662,1
2663,0
2664,0
2665,1
2666,0
2667,0
2668,1
2669,1
2670,1
2671,0
2672,1
2673,1
2674,0
2675,1
2676,0
2677,1
2678,1
2679,1
2680,0
2681,1
2682,0
2683,1
2684,0
2685,1
2686,1
2687,1
2688,1
2689,1
2690,0
2691,1
2692,0
2693,0
2694,0
2695,1
2696,1
2697,0
2698,1
2699,0
2700,1
2701,1
2702,0
2703,0
2704,0
2705,0
2706,1
2707,0
2708,1
2709,0
2710,1
2711,1
2712,0
2713,0
2714,1
2715,1
2716,1
2717,0
2718,1
2719,0
2720,0
2721,1
2722,1
2723,1
2724,1
2725,0
2726,0
2727,0
2728,1
2729,0
2730,1
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,0
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,1
2746,0
2747,1
2748,1
2749,0
2750,0
2751,1
2752,0
2753,0
2754,0
2755,1
2756,1
2757,1
2758,1
2759,0
2760,0
2761,1
2762,1
2763,0
2764,0
2765,1
2766,0
2767,1
2768,1
2769,0
2770,1
2771,1
2772,0
2773,0
2774,1
2775,1
2776,1
2777,0
2778,0
2779,0
2780,0
2781,1
2782,1
2783,0
2784,1
2785,1
2786,0
2787,1
2788,0
2789,0
2790,0
2791,1
2792,1
2793,1
2794,1
2795,0
2796,1
2797,1
2798,1
2799,0
2800,1
2801,0
2802,1
2803,0
2804,1
2805,0
2806,1
2807,1
2808,1
2809,0
2810,0
2811,1
2812,1
2813,1
2814,0
2815,1
2816,1
2817,0
2818,1
2819,1
2820,0
2821,1
2822,1
2823,1
2824,0
2825,0
2826,0
2827,1
2828,1
2829,1
2830,1
2831,0
2832,0
2833,0
2834,0
2835,0
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,1
2843,0
2844,0
2845,1
2846,0
2847,0
2848,1
2849,0
2850,1
2851,0
2852,0
2853,1
2854,1
2855,1
2856,1
2857,0
2858,0
2859,1
2860,1
2861,1
2862,0
2863,0
2864,0
2865,1
2866,0
2867,0
2868,0
2869,1
2870,1
2871,0
2872,1
2873,1
2874,0
2875,0
2876,0
2877,1
2878,0
2879,1
2880,1
2881,0
2882,0
2883,0
2884,1
2885,1
2886,1
2887,0
2888,1
2889,1
2890,0
2891,1
2892,0
2893,1
2894,1
2895,0
2896,1
2897,0
2898,1
2899,1
2900,1
2901,0
2902,0
2903,0
2904,0
2905,0
2906,1
2907,0
2908,0
2909,1
2910,1
2911,0
2912,1
2913,0
2914,1
2915,1
2916,0
2917,0
2918,1
2919,0
2920,0
2921,1
2922,1
2923,1
2924,0
2925,1
2926,0
2927,0
2928,0
2929,0
2930,1
2931,0
2932,1
2933,0
2934,0
2935,1
2936,0
2937,0
2938,0
2939,0
2940,1
2941,1
2942,0
2943,1
2944,0
2945,0
2946,1
2947,1
2948,1
2949,1
2950,0
2951,0
2952,0
2953,1
2954,0
2955,1
2956,0
2957,0
2958,1
2959,1
2960,0
2961,1
2962,1
2963,1
2964,0
2965,1
2966,0
2967,1
2968,1
2969,0
2970,0
2971,1
2972,0
2973,0
2974,1
2975,1
2976,0
2977,1
2978,1
2979,0
2980,1
2981,1
2982,1
2983,0
2984,1
2985,0
2986,1
2987,0
2988,0
2989,0
2990,0
2991,1
2992,1
2993,0
2994,1
2995,0
2996,0
2997,1
